start,end,id,total_len,country,mode,devicetype,language,consent,relationship,income_reference,income_year,income_month,income_week,country_birth_mother,country_birth_father,country_birth_partner,municipality_years,children_hh,children_out,childr_n_0to5,childr_n_6to15,others_n,grandchildren,pets__1,pets__2,pets__3,pets__4,pets__5,pets__6,contract,worklife_balance,telework,rand1,loneliness_djg_a,loneliness_djg_b,loneliness_djg_c,loneliness_djg_d,loneliness_djg_e,loneliness_djg_f,family_meet_face,family_meet_tele,family_n__1,family_n__1__open,friends_meet_face,friends_meet_tele,friends_n__1,friends_n__1__open,neighbours,social_support_a,social_support_b,social_support_c,social_support_d,relationship_happiness,social_activities_a,social_activities_b,social_activities_c,loneliness_ucla_a,loneliness_ucla_b,loneliness_ucla_c,relationship_need,loneliness_direct,loneliness_intensity,life_events__1,life_events__2,life_events__3,life_events__4,life_events__5,life_events__6,life_events__7,life_events__8,life_events__9,life_events__10,life_events__11,life_events__12,lost_spouse,interventions_heard,interventions_done__1,interventions_done__2,interventions_done__3,interventions_done__4,interventions_done__5,interventions_done__6,interventions_done__7,interventions_done__8,interventions_done__9,interventions_done__10,interventions_done__11,interventions_done__12,interventions_done__13,interventions_done__14,interventions_done__15,interventions_done__16,loneliness_work_a,loneliness_work_b,loneliness_work_c,loneliness_education_a,loneliness_education_b,loneliness_education_c,loneliness_stigma1,loneliness_stigma2,sm_purpose_a,sm_purpose_b,sm_purpose_c,sm_purpose_d,sm_purpose_e,sm_time_a,sm_time_b,sm_time_c,sm_time_d,feelings_nerv,feelings_hopel,feelings_restl,feelings_depr,feelings_worthl,risk_a,risk_b,risk_c,civic_attitudes_a,civic_attitudes_b,civic_attitudes_c,trust,vote,vote_open,child_health,child_health_relatives_1,child_health_relatives_2,child_health_relatives_3,child_health_relatives_4,child_health_relatives_5,child_health_relatives_6,child_relationship_a,child_relationship_b,child_friends,religion_child,religion_now,health_general,smoking,gender,date_birth_month,date_birth_year,age,age_class,country_birth_yourself,sex_orientation,education,adults_n,region_residence,municipality_type,work_status,main_job,occupation,nace_sector,income_source,exercise,health_condition,health_condition_intensity,w_country,w_country_5,w_design
18 Nov 22,18 Nov 22,2804,1354.868,France,Online,Smartphone,fr,"Yes, I agree",In a relationship,Your household's monthly income,,Income decile 10,,Algeria,France,France,60,0,2,0,0,0,"Yes, but I do not look after them regularly",Cat,,,,,,I don't have a contract,9,I worked more than half time onsite at a workplace,loneliness_djg first,No,More or less,No,Yes,More or less,Yes,Once a month,Every week,Number,15,Every two weeks,Every week,Number,5,Several times a week,Most of the time,Most of the time,All of the time,All of the time,5,Never,Every two months or less frequently,Never,Hardly ever or never,Hardly ever or never,Hardly ever or never,Every week,None of the time,,,,,,,,COVID-19 infection of yourself,COVID-19 infection of a member of your household,,,,,,Don’t know,,,,,,,,,,,,,,,,,Sometimes,Sometimes,Sometimes,,,,An issue that has implications for the individual as well as for the wider society,Both equally,Once a day or less,Once a day or less,Once a day or less,Once a day or less,Once a day or less,10-30 minutes per day,10-30 minutes per day,Never,31–60 minutes per day,Rarely,Never,Very rarely,Never,Rarely,9,8,8,8,8,8,7,Parti Socialiste (PS),,Average,Smoke heavily,Drink heavily,,,,,9,5,Most of the time,On specific holidays only,Never,Fairly good,"Yes, I smoke 10 or more cigarettes on average per day",Male,June,1957,65,56-65,Algeria,Heterosexual/straight,ISCED 3: Upper secondary education,2,Bourgogne - Franche-Comté,Small or medium-sized town,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Higher administrator occupations (e.g., banker – executive in big business – high government official – union official)","Administration and support services, including public administration and defence",Wages or salaries,1 days,No,,.91732877,1.2362891,1.2044554
18 Nov 22,18 Nov 22,2805,1563.899,France,Online,Laptop/PC,fr,"Yes, I agree",Widowed,Your household's monthly income,,Income decile 6,,Bosnia and Herzegovina,Bosnia and Herzegovina,,8,0,2,0,0,0,"Yes, but I do not look after them regularly",,,,,,No pet at home,,,,loneliness_djg first,No,No,No,Yes,More or less,More or less,Never,More than once a week,Number,3,Every week,Every week,Number,4,Several times a week,Don’t know,Don’t know,Don’t know,Don’t know,,Every week,Once a month,Never,Hardly ever or never,Hardly ever or never,Hardly ever or never,Every week,A little of the time,2,,,,,,,,,,,None of the above,,Yes,No,,Doing sports alone,,,,,,,,,Took time for myself,,,,,,,,,,,,An issue that has implications for the individual as well as for the wider society,Both equally,Once a day or less,Never,Once a day or less,Never,Once a day or less,Never,Less than 10 minutes per day,Never,2–3 hours per day,Never,Very rarely,Never,Very rarely,Very rarely,1,2,1,8,5,5,3,Parti communiste français (PCF),,Fairly good,,,"Had chronic, severe illnesses, disabilities or accidents",,,,6,3,Most of the time,On specific holidays only,On specific holidays only,Very good,"No, I don’t smoke at all",Female,January,1949,73,65+,Croatia,Heterosexual/straight,ISCED 8: Doctoral or equivalent level,2,Nouvelle-Aquitaine,Small or medium-sized town,Retired,,,,Pensions,6 days,No,,.44495183,.38605034,.7694698
18 Nov 22,18 Nov 22,2806,1506.049,France,Online,Smartphone,fr,"Yes, I agree",Separated or divorced,Your household's monthly income,,Income decile 4,,France,France,,28,0,3,0,0,0,"Yes, and I look after them regularly",,,,,,No pet at home,,,,loneliness_djg first,No,More or less,No,Yes,Yes,Yes,More than once a week,Daily,Number,10,Daily,Daily,Number,6,Almost every day,All of the time,All of the time,All of the time,All of the time,,More than once a week,Every two weeks,Every week,Hardly ever or never,Hardly ever or never,Hardly ever or never,Every week,None of the time,,,,,,,,COVID-19 infection of yourself,COVID-19 infection of a member of your household,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,An issue that has implications for the individual as well as for the wider society,Feeling lonely is mostly due to factors and circumstances beyond a person’s control,Once a day or less,Never,Once a day or less,Once a day or less,Once a day or less,Less than 10 minutes per day,Less than 10 minutes per day,Never,Less than 10 minutes per day,Never,Never,Never,Very rarely,Never,8,5,5,9,9,5,9,La France insoumise (φ),,Very good,,,,,None of the above,,9,8,Most of the time,On specific holidays only,Never,Very good,"No, I don’t smoke at all",Female,January,1955,67,65+,France,Heterosexual/straight,ISCED 7: Master’s or equivalent level,1,Occitanie,Large town/city,Retired,,,,Pensions,2 days,No,,.29745752,.3809858,.3847349
18 Nov 22,18 Nov 22,2807,854.76801,France,Online,Smartphone,fr,"Yes, I agree",In a relationship,Your household's monthly income,,Income decile 5,,France,France,Côte dIvoire,10,2,0,1,1,4,No,,,,,,No pet at home,Unlimited duration,8,I worked more than half time from somewhere else,loneliness_djg first,No,Yes,No,Yes,More or less,Yes,Never,Every two weeks,Number,4,Once a month,Once a month,Number,4,Almost every day,A little of the time,A little of the time,A little of the time,A little of the time,9,Never,Never,Never,Hardly ever or never,Hardly ever or never,Hardly ever or never,Once a month,A little of the time,2,,,,,,,,,,,None of the above,,,Yes,,,,,,,,,,,,,,None of the above,,,Never,Always,Always,,,,Don’t know,Feeling lonely is mostly due to factors and circumstances beyond a person’s control,2 to 5 times a day,Once a day or less,Never,Once a day or less,Never,31–60 minutes per day,Less than 10 minutes per day,Never,1–2 hours per day,Very rarely,Never,Never,Never,Never,9,3,1,6,6,7,5,La République En Marche (LREM),,Fairly good,,,,,None of the above,,10,9,Rarely,More than once a week,More than once a week,Fairly good,"Yes, I smoke 10 or more cigarettes on average per day",Male,July,1964,58,56-65,France,Heterosexual/straight,ISCED 3: Upper secondary education,2,Pays-de-la-Loire,Large town/city,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time",Don’t know,Services relating to health or social care,Wages or salaries,0 days,No,,1.5755755,1.35151,1.1544029
18 Nov 22,18 Nov 22,2808,1228.845,Poland,Online,Smartphone,pl,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 2,,Poland,Poland,Poland,50,0,0,0,0,0,No,,,,,,No pet at home,Unlimited duration,8,I worked more than half time onsite at a workplace,loneliness_djg first,No,No,No,More or less,No,No,Every two months or less frequently,Every week,Number,3,Once a month,Once a month,Number,2,Never or hardly ever,Don’t know,None of the time,Don’t know,All of the time,10,Never,Every two months or less frequently,Never,Hardly ever or never,Hardly ever or never,Hardly ever or never,Never,None of the time,,,,,,,,,,,,None of the above,,,No,,,,,,,,,,,,,,,,,Rarely,Rarely,Always,,,,An issue that is limited to the individual concerned,People who feel lonely mostly have themselves to blame for their loneliness,6 to 15 times a day,Once a day or less,Never,Once a day or less,Never,1–2 hours per day,Less than 10 minutes per day,Never,Never,Occasionally,Never,Very rarely,Never,Never,6,5,6,5,1,6,5,Ruch Polska 2050 Szymona Hołowni,,Fairly poor,,,,,,Prefer not to say,5,2,Sometimes,On specific holidays only,Never,Fairly good,"No, I don’t smoke at all",Female,December,1971,50,46-55,Poland,Heterosexual/straight,ISCED 4: Post-secondary non-tertiary education,2,Makroregion Wschodni,Large town/city,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Service occupations (e.g., restaurant owner – police officer – waiter – caretaker – barber – armed forces)","Commerce, transport, accommodation or food services",Wages or salaries,5 days,No,,3.0000999,3.000098,.56425035
18 Nov 22,18 Nov 22,2809,932.71301,Sweden,Online,Laptop/PC,sv,"Yes, I agree",Married or cohabitating,Your household's annual income,Income decile 9,,,Sweden,Sweden,Sweden,80,0,6,0,0,0,"Yes, and I look after them regularly",,,,,,No pet at home,,,,loneliness_djg first,No,No,No,Yes,Yes,Yes,Once a month,Never,Number,10,Once a month,Never,Number,0,About once a week,All of the time,All of the time,Most of the time,All of the time,10,Never,Never,Never,Hardly ever or never,Hardly ever or never,Hardly ever or never,Once a month,All of the time,1,,,,,,,,,,,None of the above,,,Don’t know,,,,,,,,,,,Took time for myself,,,,,,,,,,,,An issue that is limited to the individual concerned,People who feel lonely mostly have themselves to blame for their loneliness,Once a day or less,Never,Never,Never,Never,Never,Never,Never,2–3 hours per day,Never,Never,Never,Never,Never,Doesn't apply,1,1,2,1,1,5,Socialdemokraterna (S),,Average,,,,,None of the above,,7,8,Most of the time,Never,Never,Fairly good,"No, I don’t smoke at all",Male,September,1942,80,65+,Sweden,Heterosexual/straight,ISCED 2: Lower secondary education,2,Södra Sverige,Large town/city,Retired,,,,Wages or salaries,6 days,No,,.92592573,.49247229,.88142109
18 Nov 22,18 Nov 22,2810,672.89398,Poland,Online,Smartphone,pl,"Yes, I agree",Single,Your household's monthly income,,Income decile 6,,Poland,Poland,,1,0,0,0,0,0,No,,,,"Small mammals (e.g., rabbits, hamsters, guinea pigs)",,,Unlimited duration,8,I worked more than half time onsite at a workplace,loneliness_djg first,No,No,No,Yes,Yes,Yes,Every two months or less frequently,More than once a week,Number,3,Every two months or less frequently,Every two weeks,Number,5,Never or hardly ever,None of the time,Most of the time,All of the time,Most of the time,,Every two weeks,Once a month,Once a month,Some of the time,Hardly ever or never,Hardly ever or never,Every week,None of the time,,,,,,,,,,,,None of the above,,,No,,,,,,,,,,,,,,,,,Never,Most of the time,Most of the time,,,,An issue that is limited to the individual concerned,Both equally,16 to 30 times a day,2 to 5 times a day,Once a day or less,2 to 5 times a day,6 to 15 times a day,4-5 hours per day,More than 5 hours per day,Never,10-30 minutes per day,Rarely,Rarely,Rarely,Never,Never,5,7,8,9,10,10,10,Ruch Polska 2050 Szymona Hołowni,,Very good,,,,,None of the above,,3,8,Most of the time,Once a week,Never,Very good,"No, I don’t smoke at all",Female,May,1992,30,26-35,Poland,Bisexual,ISCED 7: Master’s or equivalent level,1,Makroregion Poludniowy,Large town/city,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Professional and technical occupations (e.g., doctor – teacher – engineer – artist – accountant)",Services relating to education,Wages or salaries,7 days,Don’t know,,.31350777,.28569657,1.2538897
18 Nov 22,18 Nov 22,2811,2604.4021,Italy,Online,Smartphone,it,"Yes, I agree",In a relationship,Your household's monthly income,,Prefer not to say,,Italy,Italy,Italy,10,1,0,0,1,0,"Yes, but I do not look after them regularly",Cat,Dog,,,,,Limited duration,5,I worked more than half time onsite at a workplace,loneliness_djg first,No,No,No,More or less,No,Yes,Every two months or less frequently,Once a month,Number,3,Every two months or less frequently,Every week,Number,4,Several times a week,Don’t know,Some of the time,Most of the time,All of the time,9,Once a month,Every two months or less frequently,Every two months or less frequently,Hardly ever or never,Some of the time,Hardly ever or never,Every two weeks,None of the time,,,,,,,,COVID-19 infection of yourself,COVID-19 infection of a member of your household,,,,,,No,,,,,,,,,,,,,,,,,Never,Most of the time,Always,,,,An issue that has implications for the individual as well as for the wider society,Feeling lonely is mostly due to factors and circumstances beyond a person’s control,2 to 5 times a day,2 to 5 times a day,Once a day or less,2 to 5 times a day,2 to 5 times a day,31–60 minutes per day,31–60 minutes per day,Never,Never,Never,Never,Never,Never,Never,3,3,2,4,1,1,2,Most likely I wouldnt vote,,Fairly good,Smoke heavily,,,,,,5,3,Most of the time,Once a week,Never,Average,"No, I smoke less than 10 cigarettes on average per day",Female,June,1969,53,46-55,Italy,Heterosexual/straight,ISCED 3: Upper secondary education,3,Nord-Est,A rural area or village,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Semi-skilled worker (e.g., bricklayer – bus driver – cannery worker – carpenter – sheet metal worker – baker)",Manufacturing or engineering,Wages or salaries,1 days,No,,2.2654006,2.4642577,1.8746427
18 Nov 22,18 Nov 22,2812,1131.2631,Italy,Online,Laptop/PC,it,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 8,,Algeria,Tunisia,Italy,9,1,0,0,1,0,"Yes, but I do not look after them regularly",,,,,,No pet at home,Unlimited duration,6,I worked more than half time from home,loneliness_ucla first,More or less,More or less,No,More or less,More or less,Yes,Every two weeks,More than once a week,Number,3,Every two months or less frequently,Every two weeks,Number,6,Almost every day,All of the time,Most of the time,A little of the time,Most of the time,6,Never,Every two months or less frequently,Once a month,Some of the time,Hardly ever or never,Hardly ever or never,Every week,Some of the time,7,,,,,,,COVID-19 infection of yourself,COVID-19 infection of a member of your household,Severe conflicts at home (with spouse/ partner and/or family members),Severe conflicts at work (with colleagues and/or manager),,,,No,"Seeing friends, family members, or other loved ones",Doing sports alone,Doing sports with others,Looked for self-help from books or online or called a support hotline,,,,,,Used more social media,Took time for myself,,,,,,Rarely,Most of the time,Never,,,,An issue that has implications for the individual as well as for the wider society,Both equally,6 to 15 times a day,16 to 30 times a day,Once a day or less,16 to 30 times a day,2 to 5 times a day,2–3 hours per day,31–60 minutes per day,Never,1–2 hours per day,Very frequently,Very frequently,Occasionally,Rarely,Occasionally,6,8,4,9,9,9,7,I don't know,,Fairly good,Smoke heavily,,,,,,8,7,Most of the time,Never,Never,Fairly good,"No, I smoke less than 10 cigarettes on average per day",Female,September,1975,47,46-55,France,Heterosexual/straight,ISCED 6: Bachelor’s or equivalent level,2,Sud,Small or medium-sized town,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Clerical occupations (e.g., secretary – clerk – office manager – book keeper)","Information and communication technology; finance; professional, scientific or technical services",Wages or salaries,2 days,No,,.45085004,.2547144,1.8746427
18 Nov 22,18 Nov 22,2813,1026.427,Poland,Online,Smartphone,pl,"Yes, I agree",In a relationship,Your household's monthly income,,Income decile 2,,Poland,Poland,Poland,6,0,0,0,0,0,No,,,,,,No pet at home,Unlimited duration,6,I worked more than half time onsite at a workplace,loneliness_ucla first,No,No,No,More or less,Yes,Yes,Every week,More than once a week,Number,5,Every week,Every week,Number,6,1-3 times a month,A little of the time,A little of the time,Some of the time,Some of the time,7,Once a month,Every week,Every two months or less frequently,Some of the time,Hardly ever or never,Hardly ever or never,Every week,A little of the time,5,Separation from spouse/ partner,,,,,,COVID-19 infection of yourself,,Severe conflicts at home (with spouse/ partner and/or family members),,,,,Yes,"Seeing friends, family members, or other loved ones",Doing sports alone,Doing sports with others,,,,Contacted a church or religious organisation,,,,Took time for myself,,,,,,Rarely,Most of the time,Sometimes,,,,An issue that has implications for the individual as well as for the wider society,Both equally,2 to 5 times a day,2 to 5 times a day,Once a day or less,2 to 5 times a day,2 to 5 times a day,10-30 minutes per day,10-30 minutes per day,10-30 minutes per day,31–60 minutes per day,Occasionally,Rarely,Rarely,Occasionally,Very rarely,6,5,7,6,5,6,8,I don't know,,Average,Smoke heavily,Drink heavily,,,,,6,3,Sometimes,Once a week,Once a week,Fairly good,"No, I don’t smoke at all",Male,September,1987,35,26-35,Poland,Heterosexual/straight,ISCED 7: Master’s or equivalent level,1,Makroregion Województwo Mazowieckie,Large town/city,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Clerical occupations (e.g., secretary – clerk – office manager – book keeper)","Administration and support services, including public administration and defence",Wages or salaries,7 days,Don’t know,,.0016292451,.0024624441,1.2538897
18 Nov 22,18 Nov 22,2814,1258.886,France,Online,Smartphone,fr,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 10,,France,France,France,10,0,2,0,0,0,No,,,,,,No pet at home,Limited duration,7,I worked more than half time onsite at a workplace,loneliness_ucla first,More or less,No,No,More or less,No,More or less,More than once a week,Daily,Number,6,Every week,More than once a week,Number,2,Never or hardly ever,Some of the time,None of the time,None of the time,None of the time,6,Never,Never,Never,Some of the time,Hardly ever or never,Some of the time,Every two weeks,Some of the time,5,,,,,,,,,,,None of the above,,,No,,,,,,,,,,,,,,None of the above,,,Never,Sometimes,Most of the time,,,,An issue that is limited to the individual concerned,Both equally,Once a day or less,6 to 15 times a day,Once a day or less,6 to 15 times a day,Once a day or less,10-30 minutes per day,Never,2–3 hours per day,2–3 hours per day,Never,Very rarely,Never,Never,Very rarely,1,1,3,1,4,2,2,Most likely I wouldnt vote,,Fairly good,,,,,None of the above,,4,3,Most of the time,Once a month,Never,Fairly good,"No, I don’t smoke at all",Female,February,1965,57,56-65,France,Heterosexual/straight,ISCED 3: Upper secondary education,1,Pays-de-la-Loire,A rural area or village,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Semi-skilled worker (e.g., bricklayer – bus driver – cannery worker – carpenter – sheet metal worker – baker)","Commerce, transport, accommodation or food services",Wages or salaries,7 days,No,,.83956671,1.1293057,.57720143
18 Nov 22,18 Nov 22,2815,818.06598,France,Online,Smartphone,fr,"Yes, I agree",Single,Don't know,,Income decile 1,,France,Algeria,,1,0,0,0,0,0,No,Cat,,,,,,,,,loneliness_djg first,More or less,Yes,More or less,More or less,No,No,Never,Every week,Number,0,Every two weeks,Every two months or less frequently,Number,0,Almost every day,None of the time,A little of the time,A little of the time,None of the time,,Never,Never,Never,Some of the time,Some of the time,Some of the time,Once a month,Most of the time,7,,,,,,,,,,,None of the above,,,Don’t know,,,,,,,,,,,Took time for myself,,,,,,,,,,,,An issue that has implications for the individual as well as for the wider society,Feeling lonely is mostly due to factors and circumstances beyond a person’s control,Over 30 times a day,Over 30 times a day,16 to 30 times a day,Over 30 times a day,2 to 5 times a day,More than 5 hours per day,1–2 hours per day,Never,2–3 hours per day,Very frequently,Occasionally,Rarely,Rarely,Very frequently,Doesn't apply,4,4,10,10,7,2,Most likely I wouldnt vote,,Average,,,,,None of the above,,1,1,Most of the time,Never,Never,Fairly good,"Yes, I smoke 10 or more cigarettes on average per day",Female,January,1971,51,46-55,France,Heterosexual/straight,ISCED 3: Upper secondary education,1,Nouvelle-Aquitaine,A rural area or village,Unemployed and actively looking for a job,,,,Unemployment/redundancy benefit,7 days,No,,1.9808228,1.7306564,1.3011416
18 Nov 22,18 Nov 22,2816,1595.1,Sweden,Online,Smartphone,sv,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 9,,Sweden,Sweden,Sweden,52,0,2,0,0,0,"Yes, but I do not look after them regularly",,,,,,No pet at home,,,,loneliness_djg first,No,More or less,No,Yes,Yes,Yes,Every two weeks,Every week,Number,1,Every two weeks,More than once a week,Number,0,Several times a week,All of the time,All of the time,All of the time,All of the time,10,Every two weeks,Once a month,Every two months or less frequently,Some of the time,Hardly ever or never,Hardly ever or never,More than once a week,A little of the time,2,,,,,,,,,,,None of the above,,,No,"Seeing friends, family members, or other loved ones",,,,,,,,,,Took time for myself,,"Other, not listed above",,,,,,,,,,An issue that has implications for the individual as well as for the wider society,Both equally,Once a day or less,Never,Once a day or less,Once a day or less,Once a day or less,Never,Less than 10 minutes per day,Never,2–3 hours per day,Never,Never,Very rarely,Very rarely,Never,7,3,2,5,5,7,5,Moderaterna (M),,Very good,,,,,None of the above,,10,10,Most of the time,On specific holidays only,Never,Fairly good,"No, I don’t smoke at all",Male,February,1957,65,56-65,Sweden,Heterosexual/straight,ISCED 6: Bachelor’s or equivalent level,2,Södra Sverige,Small or medium-sized town,Retired,,,,Wages or salaries,5 days,No,,.73916835,.55868363,.93926126
18 Nov 22,18 Nov 22,2817,721.11798,Italy,Online,Laptop/PC,it,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 6,,Italy,Italy,Italy,2,1,0,0,1,0,No,Cat,,,,,,,7,I worked more than half time from somewhere else,loneliness_djg first,No,No,No,More or less,More or less,Yes,Every week,More than once a week,Number,3,Daily,Daily,Number,6,About once a week,Some of the time,Most of the time,Some of the time,Most of the time,Prefer not to say,Daily,More than once a week,Every two months or less frequently,Some of the time,Hardly ever or never,Some of the time,Daily,A little of the time,5,,Diagnosis of severe illness or life-threatening injury,,,,,,,Severe conflicts at home (with spouse/ partner and/or family members),Severe conflicts at work (with colleagues and/or manager),,,,Yes,"Seeing friends, family members, or other loved ones",,,,,,,,,,Took time for myself,,"Other, not listed above",,,,Sometimes,Most of the time,,,,,An issue that is limited to the individual concerned,People who feel lonely mostly have themselves to blame for their loneliness,2 to 5 times a day,2 to 5 times a day,2 to 5 times a day,2 to 5 times a day,6 to 15 times a day,10-30 minutes per day,10-30 minutes per day,Never,10-30 minutes per day,Occasionally,Never,Occasionally,Very rarely,Never,7,4,5,3,5,6,5,Italexit per l´Italia (IpI),,Very good,Smoke heavily,,,,,,8,6,Most of the time,On specific holidays only,Never,Fairly poor,"No, I don’t smoke at all",Male,March,1976,46,46-55,Italy,Heterosexual/straight,ISCED 3: Upper secondary education,2,Centro,Small or medium-sized town,"In paid work (or away temporarily) (employee, self-employed, working for your family business)",Self-employed,"Professional and technical occupations (e.g., doctor – teacher – engineer – artist – accountant)","Social, cultural, personal and any other services",Income from self-employment,0 days,Yes,"Yes, a little",.6945371,.4977884,.93732136
18 Nov 22,18 Nov 22,2818,624.84003,Poland,Online,Smartphone,pl,"Yes, I agree",Single,Your household's monthly income,,Income decile 6,,Poland,Poland,,17,2,0,0,1,0,No,,Dog,,,,,Unlimited duration,7,I worked more than half time onsite at a workplace,loneliness_ucla first,No,No,No,More or less,More or less,More or less,Once a month,More than once a week,Number,2,Once a month,More than once a week,Number,3,Almost every day,All of the time,Most of the time,Most of the time,All of the time,,Never,Every two months or less frequently,Every two months or less frequently,Hardly ever or never,Hardly ever or never,Some of the time,Every two weeks,A little of the time,3,,,,,,,,,,,None of the above,,,Yes,,Doing sports alone,,,,,,,,Used more social media,,,,,,,Never,Most of the time,Most of the time,,,,An issue that has implications for the individual as well as for the wider society,Both equally,Once a day or less,6 to 15 times a day,Once a day or less,2 to 5 times a day,Once a day or less,4-5 hours per day,31–60 minutes per day,Less than 10 minutes per day,2–3 hours per day,Occasionally,Rarely,Very rarely,Rarely,Very rarely,1,4,7,8,5,7,8,Ruch Polska 2050 Szymona Hołowni,,Fairly good,Smoke heavily,Drink heavily,,,,,7,4,Always,Never,Never,Average,"Yes, I smoke 10 or more cigarettes on average per day",Female,October,1974,48,46-55,Poland,Heterosexual/straight,ISCED 7: Master’s or equivalent level,3,Makroregion Poludniowy,Large town/city,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Clerical occupations (e.g., secretary – clerk – office manager – book keeper)",Don’t know,Any other social benefits or grants,3 days,No,,.080163978,.064501777,.56425035
18 Nov 22,18 Nov 22,2819,1315.443,Italy,Online,Laptop/PC,it,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 6,,Italy,Italy,Poland,37,0,0,0,0,0,No,Cat,,,,,,Unlimited duration,5,I worked more than half time onsite at a workplace,loneliness_ucla first,Yes,No,No,Yes,Yes,Yes,More than once a week,Every two weeks,Number,4,Every week,Daily,Number,4,Almost every day,All of the time,All of the time,Most of the time,All of the time,7,Every week,Every two months or less frequently,Every two weeks,Hardly ever or never,Some of the time,Hardly ever or never,Every week,Some of the time,5,,,Diagnosis of severe illness or life-threatening injury of a close family member,,,,COVID-19 infection of yourself,COVID-19 infection of a member of your household,,,,,,Yes,"Seeing friends, family members, or other loved ones",,Doing sports with others,,,,,,Volunteered,,Took time for myself,,,,,,Sometimes,Most of the time,Rarely,,,,An issue that is limited to the individual concerned,Don’t know,2 to 5 times a day,Prefer not to say,2 to 5 times a day,2 to 5 times a day,16 to 30 times a day,10-30 minutes per day,10-30 minutes per day,1–2 hours per day,31–60 minutes per day,Occasionally,Very frequently,Very frequently,Occasionally,Very frequently,4,6,5,9,10,8,6,I don't know,,Very good,Smoke heavily,,"Had chronic, severe illnesses, disabilities or accidents",,,,8,8,Always,Once a week,Never,Fairly poor,"No, I don’t smoke at all",Male,May,1985,37,36-45,Italy,Heterosexual/straight,ISCED 8: Doctoral or equivalent level,1,Centro,A rural area or village,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Professional and technical occupations (e.g., doctor – teacher – engineer – artist – accountant)",Prefer not to answer,Wages or salaries,2 days,Don’t know,,.69778967,.47754255,1.7592348
18 Nov 22,18 Nov 22,2820,1474.557,Italy,Online,Smartphone,it,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 9,,Italy,Italy,Italy,49,1,0,0,0,1,"Yes, and I look after them regularly",Cat,,,,,,,,,loneliness_ucla first,No,More or less,More or less,No,No,Yes,Every week,Daily,Number,9,Every week,Daily,Number,5,About once a week,Some of the time,A little of the time,Some of the time,Some of the time,6,Never,Never,Never,Some of the time,Some of the time,Hardly ever or never,Every week,Some of the time,5,,,,,,,COVID-19 infection of yourself,,,Severe conflicts at work (with colleagues and/or manager),,,,Yes,"Seeing friends, family members, or other loved ones",,,,,,,,,,,,,,,,,,,,,,An issue that has implications for the individual as well as for the wider society,Both equally,2 to 5 times a day,2 to 5 times a day,2 to 5 times a day,2 to 5 times a day,2 to 5 times a day,1–2 hours per day,1–2 hours per day,10-30 minutes per day,1–2 hours per day,Never,Never,Never,Never,Never,1,3,3,9,9,7,5,I don't know,,Fairly good,,,"Had chronic, severe illnesses, disabilities or accidents",,,,9,4,Sometimes,Once a week,Never,Fairly good,"No, I don’t smoke at all",Female,July,1973,49,46-55,Italy,Heterosexual/straight,ISCED 3: Upper secondary education,4,Sud,Large town/city,"Unemployed, wanting a job but not actively looking for a job",,,,Wages or salaries,2 days,No,,2.180402,2.4555566,1.8746427
